insurance,populationCovered,abb
New cooperative medical insurance,1111,New_cooperative
New cooperative medical insurance,1112,New_cooperative
New cooperative medical insurance,1113,New_cooperative
New cooperative medical insurance,1114,New_cooperative
New cooperative medical insurance,1115,New_cooperative
New cooperative medical insurance,1116,New_cooperative
New cooperative medical insurance,1117,New_cooperative
New cooperative medical insurance,1118,New_cooperative
New cooperative medical insurance,1119,New_cooperative
New cooperative medical insurance,1120,New_cooperative
New cooperative medical insurance,1121,New_cooperative
New cooperative medical insurance,1122,New_cooperative
New cooperative medical insurance,1123,New_cooperative
New cooperative medical insurance,1124,New_cooperative
New cooperative medical insurance,1125,New_cooperative
New cooperative medical insurance,1126,New_cooperative
New cooperative medical insurance,1127,New_cooperative
New cooperative medical insurance,1128,New_cooperative
New cooperative medical insurance,1129,New_cooperative
New cooperative medical insurance,1130,New_cooperative
New cooperative medical insurance,1131,New_cooperative
New cooperative medical insurance,1132,New_cooperative
New cooperative medical insurance,1133,New_cooperative
New cooperative medical insurance,1134,New_cooperative
New cooperative medical insurance,1135,New_cooperative
New cooperative medical insurance,1136,New_cooperative
New cooperative medical insurance,1137,New_cooperative
New cooperative medical insurance,1138,New_cooperative
New cooperative medical insurance,1139,New_cooperative
New cooperative medical insurance,1140,New_cooperative
New cooperative medical insurance,1141,New_cooperative
New cooperative medical insurance,1142,New_cooperative
New cooperative medical insurance,1143,New_cooperative
New cooperative medical insurance,1144,New_cooperative
New cooperative medical insurance,1145,New_cooperative
New cooperative medical insurance,1146,New_cooperative
New cooperative medical insurance,1147,New_cooperative
New cooperative medical insurance,1148,New_cooperative
New cooperative medical insurance,1149,New_cooperative
New cooperative medical insurance,1150,New_cooperative
New cooperative medical insurance,1151,New_cooperative
New cooperative medical insurance,1152,New_cooperative
New cooperative medical insurance,1153,New_cooperative
New cooperative medical insurance,1154,New_cooperative
New cooperative medical insurance,1155,New_cooperative
New cooperative medical insurance,1156,New_cooperative
New cooperative medical insurance,1157,New_cooperative
New cooperative medical insurance,1158,New_cooperative
New cooperative medical insurance,1159,New_cooperative
New cooperative medical insurance,1160,New_cooperative
New cooperative medical insurance,1161,New_cooperative
New cooperative medical insurance,1162,New_cooperative
New cooperative medical insurance,1163,New_cooperative
New cooperative medical insurance,1164,New_cooperative
New cooperative medical insurance,1165,New_cooperative
New cooperative medical insurance,1166,New_cooperative
New cooperative medical insurance,1167,New_cooperative
New cooperative medical insurance,1168,New_cooperative
New cooperative medical insurance,1169,New_cooperative
New cooperative medical insurance,1170,New_cooperative
New cooperative medical insurance,1171,New_cooperative
New cooperative medical insurance,1172,New_cooperative
New cooperative medical insurance,1173,New_cooperative
New cooperative medical insurance,1174,New_cooperative
New cooperative medical insurance,1175,New_cooperative
New cooperative medical insurance,1176,New_cooperative
New cooperative medical insurance,1177,New_cooperative
New cooperative medical insurance,1178,New_cooperative
New cooperative medical insurance,1179,New_cooperative
New cooperative medical insurance,1180,New_cooperative
New cooperative medical insurance,1181,New_cooperative
New cooperative medical insurance,1182,New_cooperative
New cooperative medical insurance,1183,New_cooperative
New cooperative medical insurance,1184,New_cooperative
New cooperative medical insurance,1185,New_cooperative
New cooperative medical insurance,1186,New_cooperative
New cooperative medical insurance,1187,New_cooperative
New cooperative medical insurance,1188,New_cooperative
New cooperative medical insurance,1189,New_cooperative
New cooperative medical insurance,1190,New_cooperative
New cooperative medical insurance,1191,New_cooperative
New cooperative medical insurance,1192,New_cooperative
New cooperative medical insurance,1193,New_cooperative
New cooperative medical insurance,1194,New_cooperative
New cooperative medical insurance,1195,New_cooperative
New cooperative medical insurance,1196,New_cooperative
New cooperative medical insurance,1197,New_cooperative
New cooperative medical insurance,1198,New_cooperative
New cooperative medical insurance,1199,New_cooperative
New cooperative medical insurance,1200,New_cooperative
New cooperative medical insurance,1201,New_cooperative
New cooperative medical insurance,1202,New_cooperative
New cooperative medical insurance,1203,New_cooperative
New cooperative medical insurance,1204,New_cooperative
New cooperative medical insurance,1205,New_cooperative
New cooperative medical insurance,1206,New_cooperative
New cooperative medical insurance,1207,New_cooperative
New cooperative medical insurance,1208,New_cooperative
New cooperative medical insurance,1209,New_cooperative
New cooperative medical insurance,1210,New_cooperative
New cooperative medical insurance,1211,New_cooperative
New cooperative medical insurance,1212,New_cooperative
New cooperative medical insurance,1213,New_cooperative
New cooperative medical insurance,1214,New_cooperative
New cooperative medical insurance,1215,New_cooperative
New cooperative medical insurance,1216,New_cooperative
New cooperative medical insurance,1217,New_cooperative
New cooperative medical insurance,1218,New_cooperative
New cooperative medical insurance,1219,New_cooperative
New cooperative medical insurance,1220,New_cooperative
New cooperative medical insurance,1221,New_cooperative
New cooperative medical insurance,1222,New_cooperative
New cooperative medical insurance,1223,New_cooperative
New cooperative medical insurance,1224,New_cooperative
New cooperative medical insurance,1225,New_cooperative
New cooperative medical insurance,1226,New_cooperative
New cooperative medical insurance,1227,New_cooperative
New cooperative medical insurance,1228,New_cooperative
New cooperative medical insurance,1229,New_cooperative
New cooperative medical insurance,1230,New_cooperative
New cooperative medical insurance,1231,New_cooperative
New cooperative medical insurance,1232,New_cooperative
New cooperative medical insurance,1233,New_cooperative
New cooperative medical insurance,1234,New_cooperative
New cooperative medical insurance,1235,New_cooperative
New cooperative medical insurance,1236,New_cooperative
New cooperative medical insurance,1237,New_cooperative
New cooperative medical insurance,1238,New_cooperative
New cooperative medical insurance,1239,New_cooperative
New cooperative medical insurance,1240,New_cooperative
New cooperative medical insurance,1241,New_cooperative
New cooperative medical insurance,1242,New_cooperative
New cooperative medical insurance,1243,New_cooperative
New cooperative medical insurance,1244,New_cooperative
New cooperative medical insurance,1245,New_cooperative
New cooperative medical insurance,1246,New_cooperative
New cooperative medical insurance,1247,New_cooperative
New cooperative medical insurance,1248,New_cooperative
New cooperative medical insurance,1249,New_cooperative
New cooperative medical insurance,1250,New_cooperative
New cooperative medical insurance,1251,New_cooperative
New cooperative medical insurance,1252,New_cooperative
New cooperative medical insurance,1253,New_cooperative
New cooperative medical insurance,1254,New_cooperative
New cooperative medical insurance,1255,New_cooperative
New cooperative medical insurance,1256,New_cooperative
New cooperative medical insurance,1257,New_cooperative
New cooperative medical insurance,1258,New_cooperative
New cooperative medical insurance,1259,New_cooperative
New cooperative medical insurance,1260,New_cooperative
New cooperative medical insurance,1261,New_cooperative
New cooperative medical insurance,1262,New_cooperative
New cooperative medical insurance,1263,New_cooperative
New cooperative medical insurance,1264,New_cooperative
New cooperative medical insurance,1265,New_cooperative
New cooperative medical insurance,1266,New_cooperative
New cooperative medical insurance,1267,New_cooperative
New cooperative medical insurance,1268,New_cooperative
New cooperative medical insurance,1269,New_cooperative
New cooperative medical insurance,1270,New_cooperative
New cooperative medical insurance,1271,New_cooperative
New cooperative medical insurance,1272,New_cooperative
New cooperative medical insurance,1273,New_cooperative
New cooperative medical insurance,1274,New_cooperative
New cooperative medical insurance,1275,New_cooperative
New cooperative medical insurance,1276,New_cooperative
New cooperative medical insurance,1277,New_cooperative
New cooperative medical insurance,1278,New_cooperative
New cooperative medical insurance,1279,New_cooperative
New cooperative medical insurance,1280,New_cooperative
New cooperative medical insurance,1281,New_cooperative
New cooperative medical insurance,1282,New_cooperative
New cooperative medical insurance,1283,New_cooperative
New cooperative medical insurance,1284,New_cooperative
New cooperative medical insurance,1285,New_cooperative
New cooperative medical insurance,1286,New_cooperative
New cooperative medical insurance,1287,New_cooperative
New cooperative medical insurance,1288,New_cooperative
New cooperative medical insurance,1289,New_cooperative
New cooperative medical insurance,1290,New_cooperative
New cooperative medical insurance,1291,New_cooperative
New cooperative medical insurance,1292,New_cooperative
New cooperative medical insurance,1293,New_cooperative
New cooperative medical insurance,1294,New_cooperative
New cooperative medical insurance,1295,New_cooperative
New cooperative medical insurance,1296,New_cooperative
New cooperative medical insurance,1297,New_cooperative
New cooperative medical insurance,1298,New_cooperative
New cooperative medical insurance,1299,New_cooperative
New cooperative medical insurance,1300,New_cooperative
New cooperative medical insurance,1301,New_cooperative
New cooperative medical insurance,1302,New_cooperative
New cooperative medical insurance,1303,New_cooperative
New cooperative medical insurance,1304,New_cooperative
New cooperative medical insurance,1305,New_cooperative
New cooperative medical insurance,1306,New_cooperative
New cooperative medical insurance,1307,New_cooperative
New cooperative medical insurance,1308,New_cooperative
New cooperative medical insurance,1309,New_cooperative
New cooperative medical insurance,1310,New_cooperative
New cooperative medical insurance,1311,New_cooperative
New cooperative medical insurance,1312,New_cooperative
New cooperative medical insurance,1313,New_cooperative
New cooperative medical insurance,1314,New_cooperative
New cooperative medical insurance,1315,New_cooperative
New cooperative medical insurance,1316,New_cooperative
New cooperative medical insurance,1317,New_cooperative
New cooperative medical insurance,1318,New_cooperative
Private medical insurance,13,Private
Private medical insurance,14,Private
Private medical insurance,15,Private
Private medical insurance,16,Private
Private medical insurance,17,Private
Private medical insurance,18,Private
Private medical insurance,19,Private
Private medical insurance,20,Private
Private medical insurance,21,Private
Private medical insurance,22,Private
Private medical insurance,23,Private
Private medical insurance,24,Private
Private medical insurance,25,Private
Other medical insurance,9,Other
Other medical insurance,10,Other
Other medical insurance,11,Other
Other medical insurance,12,Other
Other medical insurance,13,Other
Other medical insurance,14,Other
Other medical insurance,15,Other
Other medical insurance,16,Other
Other medical insurance,17,Other
